exam	section	number	answer_1	answer_2	answer_3	answer_4
119	C	026	E			
119	C	027	A			
119	C	028	E			
119	C	029	E			
119	C	030	D			
119	C	031	E			
119	C	032	BE			
119	C	033	BE			
119	C	034	AB			
119	C	035	BDE			
119	C	036	D			
119	C	037	D			
119	C	038	E			
119	C	039	A			
119	C	040	C			
119	C	041	C			
119	C	042	A			
119	C	043	B			
119	C	044	B			
119	C	045	A			
119	C	046	A			
119	C	047	D			
119	C	048	C			
119	C	049	D			
119	C	050	C			
119	C	051	E			
119	C	052	D			
119	C	053	A			
119	C	054	C			
119	C	055	E			
119	C	056	B			
119	C	057	E			
119	C	058	AD			
119	C	059	A			
119	C	060	D			
119	C	061	B			
119	C	062	C			
119	C	063	E			
119	C	064	A			
119	C	065	B			
119	C	066	E			
119	C	067	D			
119	C	068	A			
119	C	069	E			
119	C	070	E			
119	C	071	A			
119	C	072	C			
119	C	073	A			
119	C	074	36			
119	C	075	27			
119	D	001	D			
119	D	002	B			
119	D	003	C			
119	D	004	B			
119	D	005	E			
119	D	006	C			
119	D	007	D			
119	D	008	B			
119	D	009	A			
119	D	010	D			
119	D	011	D			
119	D	012	CD			
119	D	013	AB			
119	D	014	BE			
119	D	015	BCD			
119	D	016	A			
119	D	017	E			
119	D	018	E			
119	D	019	B			
119	D	020	A			
119	D	021	C			
119	D	022	C			
119	D	023	E			
119	D	024	D			
119	D	025	C			
119	D	026	C			
119	D	027	B			
119	D	028	E			
119	D	029	C			
119	D	030	E			
119	D	031	C			
119	D	032	C			
119	D	033	D			
119	D	034	E			
119	D	035	B			
119	D	036	E			
119	D	037	D			
119	D	038	E			
119	D	039	E			
119	D	040	A			
119	D	041	C			
119	D	042	D			
119	D	043	E			
119	D	044	B			
119	D	045	D			
119	D	046	E			
119	D	047	E			
119	D	048	E			
119	D	049	E			
119	D	050	B			
119	D	051	B			
119	D	052	A			
119	D	053	D			
119	D	054	C			
119	D	055	C			
119	D	056	D			
119	D	057	D			
119	D	058	E			
119	D	059	D			
119	D	060	C			
119	D	061	C			
119	D	062	E			
119	D	063	B			
119	D	064	E			
119	D	065	C			
119	D	066	B			
119	D	067	D			
119	D	068	D			
119	D	069	B			
119	D	070	BE			
119	D	071	BE			
119	D	072	BC			
119	D	073	BC			
119	D	074	BC			
119	D	075	ABC			
119	E	001	D			
119	E	002	C			
119	E	003	E			
119	E	004	B			
119	E	005	A			
119	E	006	A			
119	E	007	B			
119	E	008	D			
119	E	009	E			
119	E	010	A			
119	E	011	E			
119	E	012	E			
119	E	013	E			
119	E	014	A			
119	E	015	C			
119	E	016	E			
119	E	017	A			
119	E	018	D			
119	E	019	E			
119	E	020	D			
119	E	021	E			
119	E	022	A			
119	E	023	A			
119	E	024	E			
119	E	025	D			
119	E	026	B			
119	E	027	D			
119	E	028	A	C		
119	E	029	B			
119	E	030	B			
119	E	031	E			
119	E	032	D			
119	E	033	C			
119	E	034	E			
119	E	035	D			
119	E	036	E			
119	E	037	C			
119	E	038	C			
119	E	039	E			
119	E	040	B			
119	E	041	A			
119	E	042	E			
119	E	043	C			
119	E	044	E			
119	E	045	E			
119	E	046	E			
119	E	047	E			
119	E	048	E			
119	E	049	E			
119	E	050	C			
119	F	001	A			
119	F	002	A			
119	F	003	D			
119	F	004	A			
119	F	005	E			
119	F	006	E			
119	F	007	A			
119	F	008	A			
119	F	009	B			
119	F	010	B			
119	F	011	E			
119	F	012	D			
119	F	013	C			
119	F	014	C			
119	F	015	D			
119	F	016	B			
119	F	017	B			
119	F	018	C			
119	F	019	C			
119	F	020	B			
119	F	021	E			
119	F	022	B			
119	F	023	E			
119	F	024	E			
119	F	025	A			
119	F	026	A			
119	F	027	A			
119	F	028	BD			
119	F	029	AB			
119	F	030	AC			
119	F	031	AD			
119	F	032	CE			
119	F	033	AE			
119	F	034	BCE			
119	F	035	BDE			
119	F	036	D			
119	F	037	B			
119	F	038	E			
119	F	039	C			
119	F	040	A			
119	F	041	C			
119	F	042	C			
119	F	043	A			
119	F	044	E			
119	F	045	D			
119	F	046	A			
119	F	047	C			
119	F	048	E			
119	F	049	D			
119	F	050	C			
119	F	051	C			
119	F	052	A			
119	F	053	A			
119	F	054	D			
119	F	055	D			
119	F	056	BE			
119	F	057	BD			
119	F	058	BC			
119	F	059	BC			
119	F	060	DE			
119	F	061	CD			
119	F	062	C			
119	F	063	A			
119	F	064	E			
119	F	065	C			
119	F	066	CD			
119	F	067	CE			
119	F	068	C			
119	F	069	D			
119	F	070	B			
119	F	071	E			
119	F	072	B			
119	F	073	E			
119	F	074	D			
119	F	075	40			
