exam	section	number	answer_1	answer_2	answer_3	answer_4
120	C	055	D			
120	C	056	C			
120	C	057	B			
120	C	058	DE			
120	C	059	DE			
120	C	060	AB			
120	C	061	E			
120	C	062	E			
120	C	063	A			
120	C	064	E			
120	C	065	CE			
120	C	066	B			
120	C	067	A			
120	C	068	B			
120	C	069	B			
120	C	070	D			
120	C	071	C			
120	C	072	D			
120	C	073	D			
120	C	074	C			
120	C	075	E			
120	D	001	B			
120	D	002	C			
120	D	003	E			
120	D	004	D			
120	D	005	D			
120	D	006	E			
120	D	007	E			
120	D	008	C			
120	D	009	D			
120	D	010	B			
120	D	011	B			
120	D	012	E			
120	D	013	A			
120	D	014	DE			
120	D	015	AC			
120	D	016	C			
120	D	017	E			
120	D	018	D			
120	D	019	E			
120	D	020	D			
120	D	021	C			
120	D	022	E			
120	D	023	E			
120	D	024	B			
120	D	025	A			
120	D	026	A			
120	D	027	C			
120	D	028	E			
120	D	029	E			
120	D	030	C			
120	D	031	C			
120	D	032	D			
120	D	033	C			
120	D	034	E			
120	D	035	C			
120	D	036	D			
120	D	037	B			
120	D	038	B			
120	D	039	A			
120	D	040	D			
120	D	041	E			
120	D	042	B			
120	D	043	E			
120	D	044	E			
120	D	045	C			
120	D	046	E			
120	D	047	E			
120	D	048	B			
120	D	049	C			
120	D	050	D			
120	D	051	B			
120	D	052	A			
120	D	053	C			
120	D	054	D			
120	D	055	C			
120	D	056	B			
120	D	057	B			
120	D	058	B			
120	D	059	B			
120	D	060	D			
120	D	061	A			
120	D	062	C			
120	D	063	E			
120	D	064	D			
120	D	065	D			
120	D	066	C			
120	D	067	B			
120	D	068	A			
120	D	069	CE			
120	D	070	AD			
120	D	071	AD			
120	D	072	DE			
120	D	073	CE			
120	D	074	ABC			
120	D	075	28			
120	E	001	A			
120	E	002	C			
120	E	003	B			
120	E	004	C			
120	E	005	D			
120	E	006	B			
120	E	007	D			
120	E	008	D			
120	E	009	B			
120	E	010	E			
120	E	011	B			
120	E	012	E			
120	E	013	E			
120	E	014	C			
120	E	015	C			
120	E	016	A			
120	E	017	E			
120	E	018	D			
120	E	019	E			
120	E	020	B			
120	E	021	D			
120	E	022	C			
120	E	023	D			
120	E	024	E			
120	E	025	D			
120	E	026	A			
120	E	027	A			
120	E	028	D			
120	E	029	B			
120	E	030	D			
120	E	031	D			
120	E	032	D			
120	E	033	E			
120	E	034	D			
120	E	035	E			
120	E	036	E			
120	E	037	B			
120	E	038	B			
120	E	039	A			
120	E	040	C			
120	E	041	B			
120	E	042	E			
120	E	043	A			
120	E	044	D			
120	E	045	D			
120	E	046	E			
120	E	047	D			
120	E	048	B			
120	E	049	C			
120	E	050	B			
120	F	001	E			
120	F	002	A			
120	F	003	E			
120	F	004	E			
120	F	005	B			
120	F	006	C			
120	F	007	A			
120	F	008	E			
120	F	009	B			
120	F	010	E			
120	F	011	B			
120	F	012	B			
120	F	013	C			
120	F	014	D			
120	F	015	D			
120	F	016	D			
120	F	017	E			
120	F	018	B			
120	F	019	A			
120	F	020	A			
120	F	021	D			
120	F	022	E			
120	F	023	A			
120	F	024	B			
120	F	025	C			
120	F	026	C			
120	F	027	C			
120	F	028	B			
120	F	029	B			
120	F	030	E			
120	F	031	E			
120	F	032	C			
120	F	033	BE			
120	F	034	CD			
120	F	035	ACE			
120	F	036	D			
120	F	037	E			
120	F	038	B			
120	F	039	B			
120	F	040	B			
120	F	041	C			
120	F	042	E			
120	F	043	B			
120	F	044	B			
120	F	045	A			
120	F	046	B			
120	F	047	C			
120	F	048	B			
120	F	049	C			
120	F	050	A			
120	F	051	D			
120	F	052	A			
120	F	053	D			
120	F	054	B			
120	F	055	C			
120	F	056	B			
120	F	057	B			
120	F	058	BD			
120	F	059	AD			
120	F	060	BC			
120	F	061	C			
120	F	062	C			
120	F	063	B			
120	F	064	BD			
120	F	065	B			
120	F	066	E			
120	F	067	A			
120	F	068	E			
120	F	069	E			
120	F	070	A			
120	F	071	A			
120	F	072	C			
120	F	073	D			
120	F	074	E			
120	F	075	D			
